"","a","dist","rho","theta","loglikelhood"
"2507","0.7","15","0.8","1",-1328.40279297535
"2508","0.7","15","0.8","1.2",-1328.51568877824
"2509","0.7","15","0.8","1.4",-1328.59924699391
"2510","0.7","15","0.8","1.6",-1328.65909647496
"2511","0.7","15","0.8","1.8",-1328.701125344
"2512","0.7","15","0.8","2",-1328.73027082708
"2513","0.7","15","0.9","0.6",-1328.29753439178
"2514","0.7","15","0.9","0.8",-1328.38151362453
"2515","0.7","15","0.9","1",-1328.45645884435
"2516","0.7","15","0.9","1.2",-1328.51536232884
"2517","0.7","15","0.9","1.4",-1328.55898543483
"2518","0.7","15","0.9","1.6",-1328.59025103156
"2519","0.7","15","0.9","1.8",-1328.61222171678
"2520","0.7","15","0.9","2",-1328.62746792897
"2521","0.7","25","0.1","0.6",-1329.23088016195
"2522","0.7","25","0.1","0.8",-1329.78687137878
"2523","0.7","25","0.1","1",-1330.2141518568
"2524","0.7","25","0.1","1.2",-1330.51084488304
"2525","0.7","25","0.1","1.4",-1330.70670811222
"2526","0.7","25","0.1","1.6",-1330.83232578796
"2527","0.7","25","0.1","1.8",-1330.91146837332
"2528","0.7","25","0.1","2",-1330.9607618485
"2529","0.7","25","0.2","0.6",-1328.96935914164
"2530","0.7","25","0.2","0.8",-1329.47777927378
"2531","0.7","25","0.2","1",-1329.86859176435
"2532","0.7","25","0.2","1.2",-1330.14002226393
"2533","0.7","25","0.2","1.4",-1330.31925146708
"2534","0.7","25","0.2","1.6",-1330.4342304608
"2535","0.7","25","0.2","1.8",-1330.50669004043
"2536","0.7","25","0.2","2",-1330.55183360828
"2537","0.7","25","0.3","0.6",-1328.74150297905
"2538","0.7","25","0.3","0.8",-1329.19976542398
"2539","0.7","25","0.3","1",-1329.55212026696
"2540","0.7","25","0.3","1.2",-1329.79690605681
"2541","0.7","25","0.3","1.4",-1329.95858712325
"2542","0.7","25","0.3","1.6",-1330.06234028099
"2543","0.7","25","0.3","1.8",-1330.12774606507
"2544","0.7","25","0.3","2",-1330.16850828704
"2545","0.7","25","0.4","0.6",-1328.55078791183
"2546","0.7","25","0.4","0.8",-1328.95599863308
"2547","0.7","25","0.4","1",-1329.26766353668
"2548","0.7","25","0.4","1.2",-1329.48424840454
"2549","0.7","25","0.4","1.4",-1329.62735044377
"2550","0.7","25","0.4","1.6",-1329.71921317822
"2551","0.7","25","0.4","1.8",-1329.77714450461
"2552","0.7","25","0.4","2",-1329.81326216475
"2553","0.7","25","0.5","0.6",-1328.40197797369
"2554","0.7","25","0.5","0.8",-1328.7508844151
"2555","0.7","25","0.5","1",-1329.01934402851
"2556","0.7","25","0.5","1.2",-1329.20597097816
"2557","0.7","25","0.5","1.4",-1329.32932570364
"2558","0.7","25","0.5","1.6",-1329.40854391858
"2559","0.7","25","0.5","1.8",-1329.45852200595
"2560","0.7","25","0.5","2",-1329.4896945419
"2561","0.7","25","0.6","0.6",-1328.30151552443
"2562","0.7","25","0.6","0.8",-1328.59044070666
"2563","0.7","25","0.6","1",-1328.81284395382
"2564","0.7","25","0.6","1.2",-1328.96751648592
"2565","0.7","25","0.6","1.4",-1329.0697945241
"2566","0.7","25","0.6","1.6",-1329.13550721915
"2567","0.7","25","0.6","1.8",-1329.17698469845
"2568","0.7","25","0.6","2",-1329.20286764832
"2569","0.7","25","0.7","0.6",-1328.25811919301
"2570","0.7","25","0.7","0.8",-1328.48287470679
"2571","0.7","25","0.7","1",-1328.65596645873
"2572","0.7","25","0.7","1.2",-1328.77640101228
"2573","0.7","25","0.7","1.4",-1328.85607785719
"2574","0.7","25","0.7","1.6",-1328.90729615257
"2575","0.7","25","0.7","1.8",-1328.93964199254
"2576","0.7","25","0.7","2",-1328.95983808761
"2577","0.7","25","0.8","0.6",-1328.28372225121
"2578","0.7","25","0.8","0.8",-1328.43949295622
"2579","0.7","25","0.8","1",-1328.55952329363
"2580","0.7","25","0.8","1.2",-1328.6430825116
"2581","0.7","25","0.8","1.4",-1328.69839431664
"2582","0.7","25","0.8","1.6",-1328.73397091053
"2583","0.7","25","0.8","1.8",-1328.75645247806
"2584","0.7","25","0.8","2",-1328.77049818888
"2585","0.7","25","0.9","0.6",-1328.39459281075
"2586","0.7","25","0.9","0.8",-1328.4757797271
"2587","0.7","25","0.9","1",-1328.53837827114
"2588","0.7","25","0.9","1.2",-1328.58198241819
"2589","0.7","25","0.9","1.4",-1328.6108643497
"2590","0.7","25","0.9","1.6",-1328.62945372341
"2591","0.7","25","0.9","1.8",-1328.64120898377
"2592","0.7","25","0.9","2",-1328.64855828493
"2593","0.7","35","0.1","0.6",-1329.56420317218
"2594","0.7","35","0.1","0.8",-1330.08367420512
"2595","0.7","35","0.1","1",-1330.45040576765
"2596","0.7","35","0.1","1.2",-1330.68660706138
"2597","0.7","35","0.1","1.4",-1330.83176770332
"2598","0.7","35","0.1","1.6",-1330.91858493756
"2599","0.7","35","0.1","1.8",-1330.96963803528
"2600","0.7","35","0.1","2",-1330.99933433356
"2601","0.7","35","0.2","0.6",-1329.27438636837
"2602","0.7","35","0.2","0.8",-1329.74941742333
"2603","0.7","35","0.2","1",-1330.0848489115
"2604","0.7","35","0.2","1.2",-1330.30094021257
"2605","0.7","35","0.2","1.4",-1330.43377554836
"2606","0.7","35","0.2","1.6",-1330.51324265493
"2607","0.7","35","0.2","1.8",-1330.5599867881
"2608","0.7","35","0.2","2",-1330.58718419644
"2609","0.7","35","0.3","0.6",-1329.01666779713
"2610","0.7","35","0.3","0.8",-1329.44484592713
"2611","0.7","35","0.3","1",-1329.74727271957
"2612","0.7","35","0.3","1.2",-1329.94215512033
"2613","0.7","35","0.3","1.4",-1330.06198849757
"2614","0.7","35","0.3","1.6",-1330.1336999487
"2615","0.7","35","0.3","1.8",-1330.17589577812
"2616","0.7","35","0.3","2",-1330.20045498387
"2617","0.7","35","0.4","0.6",-1328.79432743324
"2618","0.7","35","0.4","0.8",-1329.17295090976
"2619","0.7","35","0.4","1",-1329.44045860956
"2620","0.7","35","0.4","1.2",-1329.61289428387
"2621","0.7","35","0.4","1.4",-1329.71896146097
"2622","0.7","35","0.4","1.6",-1329.78245784993
"2623","0.7","35","0.4","1.8",-1329.81983410355
"2624","0.7","35","0.4","2",-1329.84159651116
"2625","0.7","35","0.5","0.6",-1328.61190044734
"2626","0.7","35","0.5","0.8",-1328.9379298693
"2627","0.7","35","0.5","1",-1329.16836046301
"2628","0.7","35","0.5","1.2",-1329.31695009808
"2629","0.7","35","0.5","1.4",-1329.40838537697
"2630","0.7","35","0.5","1.6",-1329.46314526879
"2631","0.7","35","0.5","1.8",-1329.49539251408
"2632","0.7","35","0.5","2",-1329.51417676293
"2633","0.7","35","0.6","0.6",-1328.47555680934
"2634","0.7","35","0.6","0.8",-1328.74555473795
"2635","0.7","35","0.6","1",-1328.93646030961
"2636","0.7","35","0.6","1.2",-1329.05961398149
"2637","0.7","35","0.6","1.4",-1329.13543090907
"2638","0.7","35","0.6","1.6",-1329.1808585197
"2639","0.7","35","0.6","1.8",-1329.20762326795
"2640","0.7","35","0.6","2",-1329.22322159125
"2641","0.7","35","0.7","0.6",-1328.39368771762
"2642","0.7","35","0.7","0.8",-1328.60373507318
"2643","0.7","35","0.7","1",-1328.75232006636
"2644","0.7","35","0.7","1.2",-1328.84821804233
"2645","0.7","35","0.7","1.4",-1328.90728539858
"2646","0.7","35","0.7","1.6",-1328.94269598266
"2647","0.7","35","0.7","1.8",-1328.96357024612
"2648","0.7","35","0.7","2",-1328.97574278159
"2649","0.7","35","0.8","0.6",-1328.37782218639
"2650","0.7","35","0.8","0.8",-1328.52341201142
"2651","0.7","35","0.8","1",-1328.62645413279
"2652","0.7","35","0.8","1.2",-1328.69299386742
"2653","0.7","35","0.8","1.4",-1328.73400194487
"2654","0.7","35","0.8","1.6",-1328.75860094213
"2655","0.7","35","0.8","1.8",-1328.77311111238
"2656","0.7","35","0.8","2",-1328.78157764307
"2657","0.7","35","0.9","0.6",-1328.44372122567
"2658","0.7","35","0.9","0.8",-1328.51960981842
"2659","0.7","35","0.9","1",-1328.57335217742
"2660","0.7","35","0.9","1.2",-1328.60807756586
"2661","0.7","35","0.9","1.4",-1328.62949292618
"2662","0.7","35","0.9","1.6",-1328.64234786285
"2663","0.7","35","0.9","1.8",-1328.64993581157
"2664","0.7","35","0.9","2",-1328.65436673542
"2665","0.7","45","0.1","0.6",-1329.77216325569
"2666","0.7","45","0.1","0.8",-1330.25834317804
"2667","0.7","45","0.1","1",-1330.5815112508
"2668","0.7","45","0.1","1.2",-1330.77854128101
"2669","0.7","45","0.1","1.4",-1330.89340047263
"2670","0.7","45","0.1","1.6",-1330.95862591583
"2671","0.7","45","0.1","1.8",-1330.99506495301
"2672","0.7","45","0.1","2",-1331.01520798496
"2673","0.7","45","0.2","0.6",-1329.46467380784
"2674","0.7","45","0.2","0.8",-1329.90926257135
"2675","0.7","45","0.2","1",-1330.20484875871
"2676","0.7","45","0.2","1.2",-1330.38510537687
"2677","0.7","45","0.2","1.4",-1330.49021389197
"2678","0.7","45","0.2","1.6",-1330.54991872075
"2679","0.7","45","0.2","1.8",-1330.583283006
"2680","0.7","45","0.2","2",-1330.60173181032
"2681","0.7","45","0.3","0.6",-1329.18830800097
"2682","0.7","45","0.3","0.8",-1329.5890499468
"2683","0.7","45","0.3","1",-1329.85555368495
"2684","0.7","45","0.3","1.2",-1330.01812070093
"2685","0.7","45","0.3","1.4",-1330.11294329801
"2686","0.7","45","0.3","1.6",-1330.16682287202
"2687","0.7","45","0.3","1.8",-1330.19694184455
"2688","0.7","45","0.3","2",-1330.21360164088
"2689","0.7","45","0.4","0.6",-1328.94622386564
"2690","0.7","45","0.4","0.8",-1329.30059164962
"2691","0.7","45","0.4","1",-1329.53632691968
"2692","0.7","45","0.4","1.2",-1329.68017201353
"2693","0.7","45","0.4","1.4",-1329.76410404211
"2694","0.7","45","0.4","1.6",-1329.81181314455
"2695","0.7","45","0.4","1.8",-1329.83849308203
"2696","0.7","45","0.4","2",-1329.85325628671
"2697","0.7","45","0.5","0.6",-1328.74281408014
"2698","0.7","45","0.5","0.8",-1329.04796390467
"2699","0.7","45","0.5","1",-1329.25102906501
"2700","0.7","45","0.5","1.2",-1329.37498512598
"2701","0.7","45","0.5","1.4",-1329.44734125182
"2702","0.7","45","0.5","1.6",-1329.48848771509
"2703","0.7","45","0.5","1.8",-1329.51150772873
"2704","0.7","45","0.5","2",-1329.52425131186
"2705","0.7","45","0.6","0.6",-1328.5840802017
"2706","0.7","45","0.6","0.8",-1328.83679361733
"2707","0.7","45","0.6","1",-1329.00503154048
"2708","0.7","45","0.6","1.2",-1329.10777179012
"2709","0.7","45","0.6","1.4",-1329.16777107758
"2710","0.7","45","0.6","1.6",-1329.20190709304
"2711","0.7","45","0.6","1.8",-1329.22101431092
"2712","0.7","45","0.6","2",-1329.2315972054
"2713","0.7","45","0.7","0.6",-1328.4782094317
"2714","0.7","45","0.7","0.8",-1328.67481695468
"2715","0.7","45","0.7","1",-1328.80576309435
"2716","0.7","45","0.7","1.2",-1328.88576838065
"2717","0.7","45","0.7","1.4",-1328.9325149361
"2718","0.7","45","0.7","1.6",-1328.95912516163
"2719","0.7","45","0.7","1.8",-1328.97402835324
"2720","0.7","45","0.7","2",-1328.98228734806
"2721","0.7","45","0.8","0.6",-1328.43648087397
"2722","0.7","45","0.8","0.8",-1328.57276068592
"2723","0.7","45","0.8","1",-1328.66357350786
"2724","0.7","45","0.8","1.2",-1328.71908842906
"2725","0.7","45","0.8","1.4",-1328.75154445759
"2726","0.7","45","0.8","1.6",-1328.77003125052
"2727","0.7","45","0.8","1.8",-1328.78039146138
"2728","0.7","45","0.8","2",-1328.78613659535
"2729","0.7","45","0.9","0.6",-1328.47434075257
"2730","0.7","45","0.9","0.8",-1328.54538008879
"2731","0.7","45","0.9","1",-1328.59274619107
"2732","0.7","45","0.9","1.2",-1328.62171960827
"2733","0.7","45","0.9","1.4",-1328.63866988174
"2734","0.7","45","0.9","1.6",-1328.64833135174
"2735","0.7","45","0.9","1.8",-1328.65374983898
"2736","0.7","45","0.9","2",-1328.65675661815
"2737","0.7","55","0.1","0.6",-1329.91683466723
"2738","0.7","55","0.1","0.8",-1330.37453469067
"2739","0.7","55","0.1","1",-1330.66488604785
"2740","0.7","55","0.1","1.2",-1330.83441766188
"2741","0.7","55","0.1","1.4",-1330.92919361549
"2742","0.7","55","0.1","1.6",-1330.98084145308
"2743","0.7","55","0.1","1.8",-1331.00854069388
"2744","0.7","55","0.1","2",-1331.02324325175
"2745","0.7","55","0.2","0.6",-1329.5970423488
"2746","0.7","55","0.2","0.8",-1330.0155873815
"2747","0.7","55","0.2","1",-1330.2811579879
"2748","0.7","55","0.2","1.2",-1330.43625826572
"2749","0.7","55","0.2","1.4",-1330.52298964394
"2750","0.7","55","0.2","1.6",-1330.57026703562
"2751","0.7","55","0.2","1.8",-1330.59562952894
"2752","0.7","55","0.2","2",-1330.60909564062
"2753","0.7","55","0.3","0.6",-1329.30769698954
"2754","0.7","55","0.3","0.8",-1329.6849649683
"2755","0.7","55","0.3","1",-1329.92440763006
"2756","0.7","55","0.3","1.2",-1330.06428858034
"2757","0.7","55","0.3","1.4",-1330.14253397531
"2758","0.7","55","0.3","1.6",-1330.18519937422
"2759","0.7","55","0.3","1.8",-1330.20809553284
"2760","0.7","55","0.3","2",-1330.22025637784
"2761","0.7","55","0.4","0.6",-1329.05187179804
"2762","0.7","55","0.4","0.8",-1329.3854846459
"2763","0.7","55","0.4","1",-1329.59728496586
"2764","0.7","55","0.4","1.2",-1329.72105876738
"2765","0.7","55","0.4","1.4",-1329.790318999
"2766","0.7","55","0.4","1.6",-1329.8280992911
"2767","0.7","55","0.4","1.8",-1329.84838172282
"2768","0.7","55","0.4","2",-1329.85915842625
"2769","0.7","55","0.5","0.6",-1328.83386090555
"2770","0.7","55","0.5","0.8",-1329.12114186444
"2771","0.7","55","0.5","1",-1329.30359137869
"2772","0.7","55","0.5","1.2",-1329.41025339952
"2773","0.7","55","0.5","1.4",-1329.46996277829
"2774","0.7","55","0.5","1.6",-1329.50254738215
"2775","0.7","55","0.5","1.8",-1329.5200481048
"2776","0.7","55","0.5","2",-1329.5293508549
"2777","0.7","55","0.6","0.6",-1328.65954888654
"2778","0.7","55","0.6","0.8",-1328.89746763533
"2779","0.7","55","0.6","1",-1329.04862813952
"2780","0.7","55","0.6","1.2",-1329.13703638713
"2781","0.7","55","0.6","1.4",-1329.18655042151
"2782","0.7","55","0.6","1.6",-1329.21358432038
"2783","0.7","55","0.6","1.8",-1329.22811084184
"2784","0.7","55","0.6","2",-1329.23583654997
"2785","0.7","55","0.7","0.6",-1328.53698169123
"2786","0.7","55","0.7","0.8",-1328.72208297945
"2787","0.7","55","0.7","1",-1328.83973934269
"2788","0.7","55","0.7","1.2",-1328.90858607296
"2789","0.7","55","0.7","1.4",-1328.94716457749
"2790","0.7","55","0.7","1.6",-1328.96823948871
"2791","0.7","55","0.7","1.8",-1328.97957048338
"2792","0.7","55","0.7","2",-1328.98560007281
"2793","0.7","55","0.8","0.6",-1328.47726514431
"2794","0.7","55","0.8","0.8",-1328.60557234256
"2795","0.7","55","0.8","1",-1328.68717050733
"2796","0.7","55","0.8","1.2",-1328.73494415076
"2797","0.7","55","0.8","1.4",-1328.7617304476
"2798","0.7","55","0.8","1.6",-1328.77637241092
"2799","0.7","55","0.8","1.8",-1328.78424971233
"2800","0.7","55","0.8","2",-1328.7884442739
"2801","0.7","55","0.9","0.6",-1328.49562781007
"2802","0.7","55","0.9","0.8",-1328.56251295253
"2803","0.7","55","0.9","1",-1328.60507426837
"2804","0.7","55","0.9","1.2",-1328.63000853
"2805","0.7","55","0.9","1.4",-1328.6439981649
"2806","0.7","55","0.9","1.6",-1328.65165086818
"2807","0.7","55","0.9","1.8",-1328.65577085053
"2808","0.7","55","0.9","2",-1328.65796637683
"2809","0.7","65","0.1","0.6",-1330.02452272642
"2810","0.7","65","0.1","0.8",-1330.45793306831
"2811","0.7","65","0.1","1",-1330.72258108616
"2812","0.7","65","0.1","1.2",-1330.87168811214
"2813","0.7","65","0.1","1.4",-1330.95220297649
"2814","0.7","65","0.1","1.6",-1330.99460348782
"2815","0.7","65","0.1","1.8",-1331.01658463568
"2816","0.7","65","0.1","2",-1331.02786471194
"2817","0.7","65","0.2","0.6",-1329.69556796964
"2818","0.7","65","0.2","0.8",-1330.09190073461
"2819","0.7","65","0.2","1",-1330.33396208915
"2820","0.7","65","0.2","1.2",-1330.47037750063
"2821","0.7","65","0.2","1.4",-1330.54405911378
"2822","0.7","65","0.2","1.6",-1330.58287222408
"2823","0.7","65","0.2","1.8",-1330.60299931238
"2824","0.7","65","0.2","2",-1330.61333097851
"2825","0.7","65","0.3","0.6",-1329.39655717248
"2826","0.7","65","0.3","0.8",-1329.75380422625
"2827","0.7","65","0.3","1",-1329.97205154609
"2828","0.7","65","0.3","1.2",-1330.09508231631
"2829","0.7","65","0.3","1.4",-1330.16155574032
"2830","0.7","65","0.3","1.6",-1330.19658318779
"2831","0.7","65","0.3","1.8",-1330.21475341755
"2832","0.7","65","0.3","2",-1330.22408381689
"2833","0.7","65","0.4","0.6",-1329.13050055739
"2834","0.7","65","0.4","0.8",-1329.44641081668
"2835","0.7","65","0.4","1",-1329.63946398721
"2836","0.7","65","0.4","1.2",-1329.74832921167
"2837","0.7","65","0.4","1.4",-1329.80717040206
"2838","0.7","65","0.4","1.6",-1329.83818804327
"2839","0.7","65","0.4","1.8",-1329.85428432193
"2840","0.7","65","0.4","2",-1329.86255293408
"2841","0.7","65","0.5","0.6",-1328.90161898813
"2842","0.7","65","0.5","0.8",-1329.17365785101
"2843","0.7","65","0.5","1",-1329.33995995806
"2844","0.7","65","0.5","1.2",-1329.43377608647
"2845","0.7","65","0.5","1.4",-1329.48450425491
"2846","0.7","65","0.5","1.6",-1329.51125677779
"2847","0.7","65","0.5","1.8",-1329.52514594014
"2848","0.7","65","0.5","2",-1329.53228385719
"2849","0.7","65","0.6","0.6",-1328.71571011896
"2850","0.7","65","0.6","0.8",-1328.94100835814
"2851","0.7","65","0.6","1",-1329.0787921343
"2852","0.7","65","0.6","1.2",-1329.15655433741
"2853","0.7","65","0.6","1.4",-1329.19862174446
"2854","0.7","65","0.6","1.6",-1329.22081769181
"2855","0.7","65","0.6","1.8",-1329.23234690358
"2856","0.7","65","0.6","2",-1329.23827487948
"2857","0.7","65","0.7","0.6",-1328.5807151959
"2858","0.7","65","0.7","0.8",-1328.75599985274
"2859","0.7","65","0.7","1",-1328.86324624109
"2860","0.7","65","0.7","1.2",-1328.92380379524
"2861","0.7","65","0.7","1.4",-1328.95658147207
"2862","0.7","65","0.7","1.6",-1328.97388516467
"2863","0.7","65","0.7","1.8",-1328.98287843196
"2864","0.7","65","0.7","2",-1328.98750539819
"2865","0.7","65","0.8","0.6",-1328.50761116175
"2866","0.7","65","0.8","0.8",-1328.62911584372
"2867","0.7","65","0.8","1",-1328.70349565265
"2868","0.7","65","0.8","1.2",-1328.74551851001
"2869","0.7","65","0.8","1.4",-1328.76827769098
"2870","0.7","65","0.8","1.6",-1328.78030028214
"2871","0.7","65","0.8","1.8",-1328.78655263966
"2872","0.7","65","0.8","2",-1328.78977142079
"2873","0.7","65","0.9","0.6",-1328.51146530263
"2874","0.7","65","0.9","0.8",-1328.57480558444
"2875","0.7","65","0.9","1",-1328.61360263576
"2876","0.7","65","0.9","1.2",-1328.63553608114
"2877","0.7","65","0.9","1.4",-1328.64742303115
"2878","0.7","65","0.9","1.6",-1328.6537068624
"2879","0.7","65","0.9","1.8",-1328.65697722033
"2880","0.7","65","0.9","2",-1328.6586620553
"2881","0.7","75","0.1","0.6",-1330.10847564181
"2882","0.7","75","0.1","0.8",-1330.5209861912
"2883","0.7","75","0.1","1",-1330.7648772191
"2884","0.7","75","0.1","1.2",-1330.89817767343
"2885","0.7","75","0.1","1.4",-1330.96805608176
"2886","0.7","75","0.1","1.6",-1331.00379444351
"2887","0.7","75","0.1","1.8",-1331.02179161996
"2888","0.7","75","0.1","2",-1331.03076425741
"2889","0.7","75","0.2","0.6",-1329.77237526894
"2890","0.7","75","0.2","0.8",-1330.14959572305
"2891","0.7","75","0.2","1",-1330.37267200575
"2892","0.7","75","0.2","1.2",-1330.49462701927
"2893","0.7","75","0.2","1.4",-1330.55857558524
"2894","0.7","75","0.2","1.6",-1330.59129052678
"2895","0.7","75","0.2","1.8",-1330.60776994706
"2896","0.7","75","0.2","2",-1330.61598824249
"2897","0.7","75","0.3","0.6",-1329.46582706857
"2898","0.7","75","0.3","0.8",-1329.80584704297
"2899","0.7","75","0.3","1",-1330.00697783474
"2900","0.7","75","0.3","1.2",-1330.11696792046
"2901","0.7","75","0.3","1.4",-1330.17466104586
"2902","0.7","75","0.3","1.6",-1330.20418579301
"2903","0.7","75","0.3","1.8",-1330.21906315549
"2904","0.7","75","0.3","2",-1330.22648513339
"2905","0.7","75","0.4","0.6",-1329.19179218954
"2906","0.7","75","0.4","0.8",-1329.49246972199
"2907","0.7","75","0.4","1",-1329.6703834911
"2908","0.7","75","0.4","1.2",-1329.76771052236
"2909","0.7","75","0.4","1.4",-1329.8187804106
"2910","0.7","75","0.4","1.6",-1329.8449256073
"2911","0.7","75","0.4","1.8",-1329.85810516309
"2912","0.7","75","0.4","2",-1329.86468274075
"2913","0.7","75","0.5","0.6",-1328.9544346758
"2914","0.7","75","0.5","0.8",-1329.21335763529
"2915","0.7","75","0.5","1",-1329.36661938938
"2916","0.7","75","0.5","1.2",-1329.45049340591
"2917","0.7","75","0.5","1.4",-1329.49452264063
"2918","0.7","75","0.5","1.6",-1329.51707316224
"2919","0.7","75","0.5","1.8",-1329.52844584745
"2920","0.7","75","0.5","2",-1329.53412403685
"2921","0.7","75","0.6","0.6",-1328.75948436918
"2922","0.7","75","0.6","0.8",-1328.97392181724
"2923","0.7","75","0.6","1",-1329.10090282851
"2924","0.7","75","0.6","1.2",-1329.17042547839
"2925","0.7","75","0.6","1.4",-1329.20693825579
"2926","0.7","75","0.6","1.6",-1329.22564827112
"2927","0.7","75","0.6","1.8",-1329.2350887938
"2928","0.7","75","0.6","2",-1329.2398048941
"2929","0.7","75","0.7","0.6",-1328.6148010749
