"","county","year","shareduserfoi","incidence","previousyear","previnf"
"746","Cape Breton-Nova Scotia","2008",0,0,0,0
"747","Cape Breton-Nova Scotia","2009",0.0383247388483196,0,0,0
"748","Cape Breton-Nova Scotia","2010",0.0473741329010684,0,0,0.0383247388483196
"749","Cape Breton-Nova Scotia","2011",0.0939661082212414,0,0,0.0473741329010684
"750","Cape Breton-Nova Scotia","2012",0.234750814369176,0,0,0.0939661082212414
"751","Cape Breton-Nova Scotia","2013",0.0556613562494247,1,0,0.234750814369176
"757","Carbon-Pennsylvania","2007",0,0,0,0.133498872888182
"758","Carbon-Pennsylvania","2008",0,0,0,0
"759","Carbon-Pennsylvania","2009",0.0757509358024335,1,0,0
"769","Carleton-New Brunswick","2007",0,0,0,0.0644027810126866
"770","Carleton-New Brunswick","2008",0,0,0,0
"771","Carleton-New Brunswick","2009",0.0366614457547714,0,0,0
"772","Carleton-New Brunswick","2010",0.0474908400846107,0,0,0.0366614457547714
"773","Carleton-New Brunswick","2011",0.462536503111147,0,0,0.0474908400846107
"774","Carleton-New Brunswick","2012",0.940454317302944,0,0,0.462536503111147
"775","Carleton-New Brunswick","2013",1.03148987337072,0,0,0.940454317302944
"776","Carleton-New Brunswick","2014",3.50825705847,0,0,1.03148987337072
"777","Carleton-New Brunswick","2015",1.34244135296575,0,0,3.50825705847
"778","Carleton-New Brunswick","2016",1.43033219144615,0,0,1.34244135296575
"779","Carleton-New Brunswick","2017",2.16210529202329,1,0,1.43033219144615
"781","Carroll-Illinois","2007",0,0,0,0.880230379696377
"782","Carroll-Illinois","2008",0,0,0,0
"783","Carroll-Illinois","2009",0.0012335307134707,0,0,0
"784","Carroll-Illinois","2010",0.00129039803553879,0,0,0.0012335307134707
"785","Carroll-Illinois","2011",0.0140429373915166,0,0,0.00129039803553879
"786","Carroll-Illinois","2012",0.0374655003849566,0,0,0.0140429373915166
"787","Carroll-Illinois","2013",0.0695956585743958,0,0,0.0374655003849566
"788","Carroll-Illinois","2014",0.124280822125617,1,0,0.0695956585743958
"793","Carter-Kentucky","2007",0,0,0,0.0374936890440666
"794","Carter-Kentucky","2008",0,0,0,0
"795","Carter-Kentucky","2009",0.0520655870152109,0,0,0
"796","Carter-Kentucky","2010",0.0242013272733973,0,0,0.0520655870152109
"797","Carter-Kentucky","2011",0.220467404866503,0,0,0.0242013272733973
"798","Carter-Kentucky","2012",0.912683872259881,1,0,0.220467404866503
"805","Carter-Missouri","2007",0,0,0,0.505281451629723
"806","Carter-Missouri","2008",0,0,0,0
"807","Carter-Missouri","2009",0.0049151082028022,0,0,0
"808","Carter-Missouri","2010",0.00603674724701894,0,0,0.0049151082028022
"809","Carter-Missouri","2011",0.0228127882083668,0,0,0.00603674724701894
"810","Carter-Missouri","2012",0.0470803736923573,0,0,0.0228127882083668
"811","Carter-Missouri","2013",0.0933189730377738,1,0,0.0470803736923573
"817","Carter-Tennessee","2007",0,0,0,0.17336436256733
"818","Carter-Tennessee","2008",0,0,0,0
"819","Carter-Tennessee","2009",0.0450761489950548,1,0,0
"829","Cass-Nebraska","2007",0,0,0,0.549059407111378
"830","Cass-Nebraska","2008",0,0,0,0
"831","Cass-Nebraska","2009",0.000309460880474448,0,0,0
"832","Cass-Nebraska","2010",0.00029130467866648,0,0,0.000309460880474448
"833","Cass-Nebraska","2011",0.00325017467370852,0,0,0.00029130467866648
"834","Cass-Nebraska","2012",0.00636309185200059,0,0,0.00325017467370852
"835","Cass-Nebraska","2013",0.00592567701506667,0,0,0.00636309185200059
"836","Cass-Nebraska","2014",0.0105007194339398,0,0,0.00592567701506667
"837","Cass-Nebraska","2015",0.0214422973163282,0,0,0.0105007194339398
"838","Cass-Nebraska","2016",0.010435733680872,1,0,0.0214422973163282
"841","Catoosa-Georgia","2007",0,0,0,0.0127154637316834
"842","Catoosa-Georgia","2008",0,0,0,0
"843","Catoosa-Georgia","2009",0.0726688372086738,0,0,0
"844","Catoosa-Georgia","2010",0.0011163219465197,0,0,0.0726688372086738
"845","Catoosa-Georgia","2011",0.437229745888982,0,0,0.0011163219465197
"846","Catoosa-Georgia","2012",0.244444329793756,0,0,0.437229745888982
"847","Catoosa-Georgia","2013",0.607984479064225,0,0,0.244444329793756
"848","Catoosa-Georgia","2014",0.552215440908125,0,0,0.607984479064225
"849","Catoosa-Georgia","2015",0.586311311298378,0,0,0.552215440908125
"850","Catoosa-Georgia","2016",0.765662703412837,1,0,0.586311311298378
"853","Cattaraugus-New York","2007",0,0,0,0.429067476894372
"854","Cattaraugus-New York","2008",0,0,0,0
"855","Cattaraugus-New York","2009",1.6217007211962,0,0,0
"856","Cattaraugus-New York","2010",1.91975787700702,0,0,1.6217007211962
"857","Cattaraugus-New York","2011",1.69418016368207,0,0,1.91975787700702
"858","Cattaraugus-New York","2012",2.46155371253136,1,0,1.69418016368207
"865","Cedar-Missouri","2007",0,0,0,0.651605794348245
"866","Cedar-Missouri","2008",0,0,0,0
"867","Cedar-Missouri","2009",0.000614566752495657,0,0,0
"868","Cedar-Missouri","2010",0.00055753012319765,0,0,0.000614566752495657
"869","Cedar-Missouri","2011",0.0252165850124369,0,0,0.00055753012319765
"870","Cedar-Missouri","2012",0.00658662440859825,0,0,0.0252165850124369
"871","Cedar-Missouri","2013",0.0122154869815481,0,0,0.00658662440859825
"872","Cedar-Missouri","2014",0.0180364579824122,0,0,0.0122154869815481
"873","Cedar-Missouri","2015",0.0298202068824099,1,0,0.0180364579824122
"877","Census Div. 4/St George's-Newfoundland","2007",0,0,0,0.0291299308858665
"878","Census Div. 4/St George's-Newfoundland","2008",0,0,0,0
"879","Census Div. 4/St George's-Newfoundland","2009",0.0397395072532119,0,0,0
"880","Census Div. 4/St George's-Newfoundland","2010",0.0454792450052349,0,0,0.0397395072532119
"881","Census Div. 4/St George's-Newfoundland","2011",0.0752568369566181,0,0,0.0454792450052349
"882","Census Div. 4/St George's-Newfoundland","2012",0.257825753001751,0,0,0.0752568369566181
"883","Census Div. 4/St George's-Newfoundland","2013",0.0638781161236663,0,0,0.257825753001751
"884","Census Div. 4/St George's-Newfoundland","2014",0.165286079626458,0,0,0.0638781161236663
"885","Census Div. 4/St George's-Newfoundland","2015",0.222292637755148,0,0,0.165286079626458
"886","Census Div. 4/St George's-Newfoundland","2016",0.203463471930693,1,0,0.222292637755148
"889","Census Div. 5/Humber District-Newfoundland","2007",0,0,0,2.81839396750178
"890","Census Div. 5/Humber District-Newfoundland","2008",0,0,0,0
"891","Census Div. 5/Humber District-Newfoundland","2009",0.00676114700342299,0,0,0
"892","Census Div. 5/Humber District-Newfoundland","2010",0.00775601293631936,0,0,0.00676114700342299
"893","Census Div. 5/Humber District-Newfoundland","2011",0.0138092704608486,0,0,0.00775601293631936
"894","Census Div. 5/Humber District-Newfoundland","2012",0.0453269935428229,0,0,0.0138092704608486
"895","Census Div. 5/Humber District-Newfoundland","2013",0.0129187081015787,0,0,0.0453269935428229
"896","Census Div. 5/Humber District-Newfoundland","2014",0.0351758148639109,0,0,0.0129187081015787
"897","Census Div. 5/Humber District-Newfoundland","2015",0.0407144932369191,0,0,0.0351758148639109
"898","Census Div. 5/Humber District-Newfoundland","2016",0.0377343669169123,0,0,0.0407144932369191
"899","Census Div. 5/Humber District-Newfoundland","2017",0.0403221741699057,1,0,0.0377343669169123
"901","Centre-Pennsylvania","2007",0,0,0,0.0192709260996341
"902","Centre-Pennsylvania","2008",0,1,0,0
"913","Charlotte-New Brunswick","2007",0,0,0,0.442189727967287
"914","Charlotte-New Brunswick","2008",0,0,0,0
"915","Charlotte-New Brunswick","2009",0.0488816979641468,0,0,0
"916","Charlotte-New Brunswick","2010",0.065573334989031,0,0,0.0488816979641468
"917","Charlotte-New Brunswick","2011",0.288498246713972,1,0,0.065573334989031
"925","Chattooga-Georgia","2007",0,0,0,0.699845770410574
"926","Chattooga-Georgia","2008",0,0,0,0
"927","Chattooga-Georgia","2009",0.032806741817719,0,0,0
"928","Chattooga-Georgia","2010",0.000959703577610349,0,0,0.032806741817719
"929","Chattooga-Georgia","2011",0.174941511987557,0,0,0.000959703577610349
"930","Chattooga-Georgia","2012",0.159209947116538,0,0,0.174941511987557
"931","Chattooga-Georgia","2013",0.337063420540976,0,0,0.159209947116538
"932","Chattooga-Georgia","2014",0.360884403186194,0,0,0.337063420540976
"933","Chattooga-Georgia","2015",0.348829875582006,1,0,0.360884403186194
"937","Cherokee-Kansas","2007",0,0,0,0.265857584143862
"938","Cherokee-Kansas","2008",0,0,0,0
"939","Cherokee-Kansas","2009",0.000574571664117801,0,0,0
"940","Cherokee-Kansas","2010",0.000403138013264857,0,0,0.000574571664117801
"941","Cherokee-Kansas","2011",0.0104214152578886,0,0,0.000403138013264857
"942","Cherokee-Kansas","2012",0.00536134225638863,0,0,0.0104214152578886
"943","Cherokee-Kansas","2013",0.0108683151804187,0,0,0.00536134225638863
"944","Cherokee-Kansas","2014",0.0163415851354203,0,0,0.0108683151804187
"945","Cherokee-Kansas","2015",0.0231982164473007,0,0,0.0163415851354203
"946","Cherokee-Kansas","2016",0.0234722907755783,0,0,0.0231982164473007
"947","Cherokee-Kansas","2017",0.0277659976128011,1,0,0.0234722907755783
"949","Cherokee-North Carolina","2007",0,0,0,0.042598065751456
"950","Cherokee-North Carolina","2008",0,0,0,0
"951","Cherokee-North Carolina","2009",0.025276096239173,0,0,0
"952","Cherokee-North Carolina","2010",0.00198878789282814,0,0,0.025276096239173
"953","Cherokee-North Carolina","2011",0.2094915918911,0,0,0.00198878789282814
"954","Cherokee-North Carolina","2012",0.694628131569124,0,0,0.2094915918911
"955","Cherokee-North Carolina","2013",0.997770523316509,1,0,0.694628131569124
"961","Cherokee-Oklahoma","2007",0,0,0,0.740523207413703
"962","Cherokee-Oklahoma","2008",0,0,0,0
"963","Cherokee-Oklahoma","2009",0.000585068676336437,0,0,0
"964","Cherokee-Oklahoma","2010",0.000285217362732684,0,0,0.000585068676336437
"965","Cherokee-Oklahoma","2011",0.00457105655602405,0,0,0.000285217362732684
"966","Cherokee-Oklahoma","2012",0.00453821954202833,0,0,0.00457105655602405
"967","Cherokee-Oklahoma","2013",0.00808840819334098,0,0,0.00453821954202833
"968","Cherokee-Oklahoma","2014",0.0118874211332276,0,0,0.00808840819334098
"969","Cherokee-Oklahoma","2015",0.0164022447124811,1,0,0.0118874211332276
"973","Cherokee-South Carolina","2007",0,0,0,0.108278909117027
"974","Cherokee-South Carolina","2008",0,0,0,0
"975","Cherokee-South Carolina","2009",0.0222973309449966,0,0,0
"976","Cherokee-South Carolina","2010",0.0059349945580501,0,0,0.0222973309449966
"977","Cherokee-South Carolina","2011",0.300200400859825,0,0,0.0059349945580501
"978","Cherokee-South Carolina","2012",0.617059440159628,0,0,0.300200400859825
"979","Cherokee-South Carolina","2013",0.490151789829482,0,0,0.617059440159628
"980","Cherokee-South Carolina","2014",0.522432696298451,0,0,0.490151789829482
"981","Cherokee-South Carolina","2015",0.322895660609269,0,0,0.522432696298451
"982","Cherokee-South Carolina","2016",0.682110586246918,0,0,0.322895660609269
"983","Cherokee-South Carolina","2017",0.389379919150481,1,0,0.682110586246918
"985","Chesterfield-Virginia","2007",0,0,0,0.357276807626185
"986","Chesterfield-Virginia","2008",0,0,0,0
"987","Chesterfield-Virginia","2009",0.168051144549118,1,0,0
"997","Childress-Texas","2007",0,0,0,0.403525513682962
"998","Childress-Texas","2008",0,0,0,0
"999","Childress-Texas","2009",8.01304428743441e-05,0,0,0
"1000","Childress-Texas","2010",3.28073386167762e-05,0,0,8.01304428743441e-05
"1001","Childress-Texas","2011",0.000351653646689035,0,0,3.28073386167762e-05
"1002","Childress-Texas","2012",0.00699376109686492,0,0,0.000351653646689035
"1003","Childress-Texas","2013",0.00607633736119056,0,0,0.00699376109686492
"1004","Childress-Texas","2014",0.00362968761405161,0,0,0.00607633736119056
"1005","Childress-Texas","2015",0.00213758367308482,0,0,0.00362968761405161
"1006","Childress-Texas","2016",0.0776585135619709,1,0,0.00213758367308482
"1009","Christian-Kentucky","2007",0,0,0,0.379431815201139
"1010","Christian-Kentucky","2008",0,0,0,0
"1011","Christian-Kentucky","2009",0.019793448981732,0,0,0
"1012","Christian-Kentucky","2010",0.0202148297185324,0,0,0.019793448981732
"1013","Christian-Kentucky","2011",0.0618173246635168,0,0,0.0202148297185324
"1014","Christian-Kentucky","2012",0.190649514150026,1,0,0.0618173246635168
"1021","Christian-Missouri","2007",0,0,0,0.444596911466383
"1022","Christian-Missouri","2008",0,0,0,0
"1023","Christian-Missouri","2009",0.000801404050052031,0,0,0
"1024","Christian-Missouri","2010",0.000627464383941293,0,0,0.000801404050052031
"1025","Christian-Missouri","2011",0.0253126175818984,0,0,0.000627464383941293
"1026","Christian-Missouri","2012",0.0067065015963758,0,0,0.0253126175818984
"1027","Christian-Missouri","2013",0.0121059563837692,0,0,0.0067065015963758
"1028","Christian-Missouri","2014",0.0175269764884984,0,0,0.0121059563837692
"1029","Christian-Missouri","2015",0.0331783478989138,1,0,0.0175269764884984
"1033","Claiborne-Tennessee","2007",0,0,0,0.0396407668904444
"1034","Claiborne-Tennessee","2008",0,0,0,0
"1035","Claiborne-Tennessee","2009",0.0156069729878464,0,0,0
"1036","Claiborne-Tennessee","2010",0.00424693824340516,0,0,0.0156069729878464
"1037","Claiborne-Tennessee","2011",0.45346221655176,0,0,0.00424693824340516
"1038","Claiborne-Tennessee","2012",1.24408415269924,1,0,0.45346221655176
"1045","Clare-Michigan","2007",0,0,0,0.596471797533951
"1046","Clare-Michigan","2008",0,0,0,0
"1047","Clare-Michigan","2009",0.0263290025724257,0,0,0
"1048","Clare-Michigan","2010",0.0282088768360188,0,0,0.0263290025724257
"1049","Clare-Michigan","2011",0.0520045655703742,0,0,0.0282088768360188
"1050","Clare-Michigan","2012",0.175800544361253,0,0,0.0520045655703742
"1051","Clare-Michigan","2013",0.0889972891658448,0,0,0.175800544361253
"1052","Clare-Michigan","2014",0.591122355276705,1,0,0.0889972891658448
"1057","Clarion-Pennsylvania","2007",0,0,0,0.192409435172281
"1058","Clarion-Pennsylvania","2008",0,0,0,0
"1059","Clarion-Pennsylvania","2009",0.161623827267432,0,0,0
"1060","Clarion-Pennsylvania","2010",0.14918300725505,0,0,0.161623827267432
"1061","Clarion-Pennsylvania","2011",2.33432552028706,1,0,0.14918300725505
"1069","Clay-Missouri","2007",0,0,0,0.942696721365054
"1070","Clay-Missouri","2008",0,0,0,0
"1071","Clay-Missouri","2009",0.000689192330597301,0,0,0
"1072","Clay-Missouri","2010",0.000728999085825592,0,0,0.000689192330597301
"1073","Clay-Missouri","2011",0.013283592492288,0,0,0.000728999085825592
"1074","Clay-Missouri","2012",0.0107887823438164,0,0,0.013283592492288
"1075","Clay-Missouri","2013",0.0458084815613841,0,0,0.0107887823438164
"1076","Clay-Missouri","2014",0.074152319281079,1,0,0.0458084815613841
"1081","Clay-Tennessee","2007",0,0,0,0.0464742993724654
"1082","Clay-Tennessee","2008",0,0,0,0
"1083","Clay-Tennessee","2009",0.0137911145893279,0,0,0
"1084","Clay-Tennessee","2010",0.0024620692407892,0,0,0.0137911145893279
"1085","Clay-Tennessee","2011",0.0965006605754838,0,0,0.0024620692407892
"1086","Clay-Tennessee","2012",0.375370264437737,0,0,0.0965006605754838
"1087","Clay-Tennessee","2013",0.364062606016908,1,0,0.375370264437737
"1093","Clayton-Iowa","2007",0,0,0,0.317360079832981
"1094","Clayton-Iowa","2008",0,0,0,0
"1095","Clayton-Iowa","2009",0.00056518596432199,0,0,0
"1096","Clayton-Iowa","2010",0.00057153780378493,0,0,0.00056518596432199
"1097","Clayton-Iowa","2011",0.00471681923285664,0,0,0.00057153780378493
"1098","Clayton-Iowa","2012",0.0234000335567963,0,0,0.00471681923285664
"1099","Clayton-Iowa","2013",0.0535835229226342,0,0,0.0234000335567963
"1100","Clayton-Iowa","2014",0.2380228674868,0,0,0.0535835229226342
"1101","Clayton-Iowa","2015",0.672722484206025,1,0,0.2380228674868
"1105","Clearfield-Pennsylvania","2007",0,0,0,0.0260166435359437
"1106","Clearfield-Pennsylvania","2008",0,0,0,0
"1107","Clearfield-Pennsylvania","2009",0.250240974726365,0,0,0
"1108","Clearfield-Pennsylvania","2010",0.155542602718621,0,0,0.250240974726365
"1109","Clearfield-Pennsylvania","2011",1.60599646805555,1,0,0.155542602718621
"1117","Clinton-New York","2007",0,0,0,0.773456930861073
"1118","Clinton-New York","2008",0,1,0,0
"1129","Clinton-Pennsylvania","2007",0,0,0,0.0195230395793919
"1130","Clinton-Pennsylvania","2008",0,0,0,0
"1131","Clinton-Pennsylvania","2009",0.337143700736382,0,0,0
"1132","Clinton-Pennsylvania","2010",0.193545549581363,0,0,0.337143700736382
"1133","Clinton-Pennsylvania","2011",0.561718397989047,1,0,0.193545549581363
"1141","Cochrane District (Part 1 Of)-Ontario","2007",0,0,0,0.348520890019179
"1142","Cochrane District (Part 1 Of)-Ontario","2008",0,0,0,0
"1143","Cochrane District (Part 1 Of)-Ontario","2009",0.0204003132661319,0,0,0
"1144","Cochrane District (Part 1 Of)-Ontario","2010",0.0224280394155147,1,0,0.0204003132661319
"1153","Coffee-Tennessee","2007",0,0,0,0.318700044544533
"1154","Coffee-Tennessee","2008",0,0,0,0
"1155","Coffee-Tennessee","2009",0.0320147731173171,0,0,0
"1156","Coffee-Tennessee","2010",0.00153207615994289,0,0,0.0320147731173171
"1157","Coffee-Tennessee","2011",0.126177857452079,0,0,0.00153207615994289
"1158","Coffee-Tennessee","2012",0.170750327693264,0,0,0.126177857452079
"1159","Coffee-Tennessee","2013",0.336921135298012,0,0,0.170750327693264
"1160","Coffee-Tennessee","2014",0.416469509007841,1,0,0.336921135298012
"1165","Colbert-Alabama","2007",0,0,0,0.298818457816565
"1166","Colbert-Alabama","2008",0,0,0,0
"1167","Colbert-Alabama","2009",0.231831733893434,0,0,0
"1168","Colbert-Alabama","2010",0.00214578614497747,0,0,0.231831733893434
"1169","Colbert-Alabama","2011",0.0344486605762224,0,0,0.00214578614497747
"1170","Colbert-Alabama","2012",0.0774855994720008,0,0,0.0344486605762224
"1171","Colbert-Alabama","2013",0.892947726723178,0,0,0.0774855994720008
"1172","Colbert-Alabama","2014",2.44629477967191,1,0,0.892947726723178
"1177","Colchester-Nova Scotia","2007",0,0,0,1.47845197264552
"1178","Colchester-Nova Scotia","2008",0,0,0,0
"1179","Colchester-Nova Scotia","2009",0.24900304900693,0,0,0
"1180","Colchester-Nova Scotia","2010",0.395212344577793,0,0,0.24900304900693
"1181","Colchester-Nova Scotia","2011",1.3540532764092,1,0,0.395212344577793
"1189","Cole-Missouri","2007",0,0,0,1.31774085855096
"1190","Cole-Missouri","2008",0,0,0,0
"1191","Cole-Missouri","2009",0.000864670855305221,0,0,0
"1192","Cole-Missouri","2010",0.0012825399257447,0,0,0.000864670855305221
"1193","Cole-Missouri","2011",0.0293589550194478,0,0,0.0012825399257447
"1194","Cole-Missouri","2012",0.0141029291995868,0,0,0.0293589550194478
"1195","Cole-Missouri","2013",0.0203432091402442,1,0,0.0141029291995868
"1201","Collingsworth-Texas","2007",0,0,0,0.0344189812607918
"1202","Collingsworth-Texas","2008",0,0,0,0
"1203","Collingsworth-Texas","2009",0.000100638949738448,0,0,0
"1204","Collingsworth-Texas","2010",4.35289409808452e-05,0,0,0.000100638949738448
"1205","Collingsworth-Texas","2011",0.000474758292132584,0,0,4.35289409808452e-05
"1206","Collingsworth-Texas","2012",0.00643854607697311,0,0,0.000474758292132584
"1207","Collingsworth-Texas","2013",0.00602315727075222,0,0,0.00643854607697311
"1208","Collingsworth-Texas","2014",0.00424733411011411,0,0,0.00602315727075222
"1209","Collingsworth-Texas","2015",0.00293098030807,0,0,0.00424733411011411
"1210","Collingsworth-Texas","2016",0.0490428353230335,1,0,0.00293098030807
"1213","Columbia-New York","2007",0,1,0,0.230412736589671
"1225","Columbia-Pennsylvania","2007",0,0,0,0.0147506378612394
"1226","Columbia-Pennsylvania","2008",0,0,0,0
"1227","Columbia-Pennsylvania","2009",0.134204556992557,1,0,0
"1237","Columbia-Wisconsin","2007",0,0,0,0.109570757485357
